Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team
Curtice Advani,Almond Choco,2022-06-23,"$2,569",136,"$1,997",Bars,Delish
Rafaelita Blaksland,Eclairs,2022-06-23,"$13,958",997,"$2,811",Bites,Yummies
Andria Kimpton,White Choc,2022-06-23,"$2,905",171,$42,Other,Jucies
Roddy Speechley,Organic Choco Syrup,2022-06-24,"$3,801",132,$240,Other,Delish
Van Tuxwell,Baker's Choco Chips,2022-06-24,$14,1,$7,Bars,Yummies
Brien Boise,Raspberry Choco,2022-06-24,$70,5,$32,Bars,Jucies
Oby Sorrel,Manuka Honey Choco,2022-06-24,"$5,138",156,"$1,231",Other,Jucies
Wilone O'Kielt,Raspberry Choco,2022-06-24,"$2,135",143,$855,Bars,Delish
Brien Boise,Eclairs,2022-06-25,"$2,331",146,$453,Bites,Jucies
Kelci Walkden,Organic Choco Syrup,2022-06-25,"$7,707",249,$439,Other,Yummies
Camilla Castle,Choco Coated Almonds,2022-06-25,"$9,856",658,"$8,075",Bites,Tempo
Oby Sorrel,Caramel Stuffed Bars,2022-06-25,"$6,097",218,$180,Bars,Jucies
Oby Sorrel,Eclairs,2022-06-25,$245,18,$58,Bites,Jucies
Jan Morforth,Milk Bars,2022-06-25,"$8,141",291,$608,Bars,Delish
Curtice Advani,White Choc,2022-06-25,"$5,656",566,$144,Other,Delish
Wilone O'Kielt,Organic Choco Syrup,2022-06-25,"$7,357",320,$547,Other,Delish
Jan Morforth,Fruit & Nut Bars,2022-06-25,$833,84,$145,Bars,Delish
Rafaelita Blaksland,Smooth Sliky Salty,2022-06-25,"$5,299",408,"$1,905",Bars,Yummies
Dotty Strutley,Fruit & Nut Bars,2022-06-25,"$1,785",149,$271,Bars,Delish
Wilone O'Kielt,Choco Coated Almonds,2022-06-26,"$5,670",270,"$3,159",Bites,Delish
Beverie Moffet,99% Dark & Pure,2022-06-26,"$12,810",610,"$3,240",Bars,Jucies
Kelci Walkden,70% Dark Bites,2022-06-26,"$11,396",1140,"$9,397",Bites,Yummies
Jehu Rudeforth,Manuka Honey Choco,2022-06-26,$707,23,$191,Other,Tempo
Van Tuxwell,99% Dark & Pure,2022-06-26,"$2,618",146,$803,Bars,Yummies
Wilone O'Kielt,70% Dark Bites,2022-06-26,"$8,260",636,"$4,928",Bites,Delish
Roddy Speechley,Fruit & Nut Bars,2022-06-26,"$8,120",625,"$1,106",Bars,Delish
Rafaelita Blaksland,Almond Choco,2022-06-26,"$6,713",448,"$7,057",Bars,Yummies
Jan Morforth,White Choc,2022-06-26,"$22,512",2047,$522,Other,Delish
Husein Augar,Spicy Special Slims,2022-06-29,"$1,400",54,$502,Bites,Yummies
Roddy Speechley,70% Dark Bites,2022-06-29,"$1,540",103,$798,Bites,Delish
Van Tuxwell,Eclairs,2022-06-29,$903,57,$174,Bites,Yummies
Kaine Padly,Raspberry Choco,2022-06-29,"$3,857",227,"$1,454",Bars,Delish
Wilone O'Kielt,50% Dark Bites,2022-06-29,$840,60,$178,Bites,Delish
Madelene Upcott,Milk Bars,2022-06-29,$119,5,$10,Bars,Jucies
Brien Boise,50% Dark Bites,2022-06-29,"$3,500",270,$741,Bites,Jucies
Husein Augar,White Choc,2022-06-29,"$8,435",938,$239,Other,Yummies
Dennison Crosswaite,White Choc,2022-06-29,"$10,640",819,$236,Other,Yummies
Barr Faughny,85% Dark Bars,2022-06-29,"$1,155",49,$37,Bars,Yummies
Karlen McCaffrey,Eclairs,2022-06-29,$133,7,$18,Bites,Yummies
Andria Kimpton,Fruit & Nut Bars,2022-06-29,"$14,007",1274,"$2,172",Bars,Jucies
Jan Morforth,50% Dark Bites,2022-06-30,"$10,724",766,"$2,102",Bites,Delish
Kaine Padly,Fruit & Nut Bars,2022-06-30,"$2,611",201,$308,Bars,Delish
Mallorie Waber,Almond Choco,2022-06-30,"$5,663",334,"$4,236",Bars,Tempo
Kelci Walkden,Eclairs,2022-06-30,"$12,796",640,"$2,093",Bites,Yummies
Jan Morforth,Baker's Choco Chips,2022-06-30,"$4,571",305,"$1,762",Bars,Delish
Marney O'Breen,50% Dark Bites,2022-06-30,"$5,866",652,"$2,099",Bites,Yummies
Dennison Crosswaite,Raspberry Choco,2022-06-30,"$8,309",554,"$3,041",Bars,Yummies
Mallorie Waber,Smooth Sliky Salty,2022-06-30,"$8,540",657,"$3,892",Bars,Tempo
Jan Morforth,After Nines,2022-06-30,"$2,310",83,$479,Bites,Delish
Oby Sorrel,Fruit & Nut Bars,2022-07-01,"$2,597",200,$309,Bars,Jucies
Dotty Strutley,After Nines,2022-07-01,"$2,156",77,$562,Bites,Delish
Roddy Speechley,Orange Choco,2022-07-01,$826,76,$608,Bars,Delish
Camilla Castle,Smooth Sliky Salty,2022-07-01,"$4,004",267,"$1,474",Bars,Tempo
Kaine Padly,Smooth Sliky Salty,2022-07-01,"$13,636",650,"$3,818",Bars,Delish
Curtice Advani,50% Dark Bites,2022-07-01,"$3,808",381,"$1,099",Bites,Delish
Gunar Cockshoot,Fruit & Nut Bars,2022-07-01,"$6,076",608,$901,Bars,Yummies
Camilla Castle,Spicy Special Slims,2022-07-01,"$9,051",453,"$5,006",Bites,Tempo
Kaine Padly,Baker's Choco Chips,2022-07-01,"$12,124",1213,"$7,745",Bars,Delish
Oby Sorrel,Eclairs,2022-07-02,"$10,094",594,"$1,943",Bites,Jucies
Ches Bonnell,Organic Choco Syrup,2022-07-02,"$1,771",58,$108,Other,Tempo
Gunar Cockshoot,White Choc,2022-07-02,"$5,474",498,$127,Other,Yummies
Beverie Moffet,After Nines,2022-07-03,"$15,701",655,"$4,112",Bites,Jucies
Husein Augar,99% Dark & Pure,2022-07-03,"$8,813",441,"$2,322",Bars,Yummies
Marney O'Breen,Drinking Coco,2022-07-03,"$2,009",78,$186,Other,Yummies
Van Tuxwell,Raspberry Choco,2022-07-03,"$8,029",383,"$2,779",Bars,Yummies
Barr Faughny,After Nines,2022-07-03,"$5,264",220,"$1,451",Bites,Yummies
Dotty Strutley,Fruit & Nut Bars,2022-07-03,"$2,247",188,$306,Bars,Delish
Jan Morforth,Raspberry Choco,2022-07-03,$798,45,$313,Bars,Delish
Madelene Upcott,White Choc,2022-07-06,"$2,107",141,$34,Other,Jucies
Dotty Strutley,70% Dark Bites,2022-07-06,"$8,946",814,"$8,052",Bites,Delish
Gunar Cockshoot,Organic Choco Syrup,2022-07-06,"$2,947",96,$184,Other,Yummies
Jehu Rudeforth,Choco Coated Almonds,2022-07-06,"$12,418",654,"$6,901",Bites,Tempo
Husein Augar,Fruit & Nut Bars,2022-07-06,"$5,894",328,$512,Bars,Yummies
Madelene Upcott,85% Dark Bars,2022-07-07,"$3,171",145,$120,Bars,Jucies
Curtice Advani,Organic Choco Syrup,2022-07-07,"$10,458",419,$753,Other,Delish
Gunar Cockshoot,Eclairs,2022-07-07,$420,27,$78,Bites,Yummies
Jan Morforth,Baker's Choco Chips,2022-07-07,"$1,638",126,$889,Bars,Delish
Kaine Padly,Eclairs,2022-07-07,"$8,708",436,"$1,365",Bites,Delish
Beverie Moffet,Almond Choco,2022-07-07,"$5,663",334,"$4,414",Bars,Jucies
Husein Augar,Smooth Sliky Salty,2022-07-07,$343,21,$120,Bars,Yummies
Mallorie Waber,85% Dark Bars,2022-07-07,"$1,351",68,$43,Bars,Tempo
Beverie Moffet,Fruit & Nut Bars,2022-07-07,"$3,346",305,$447,Bars,Jucies
Kaine Padly,70% Dark Bites,2022-07-07,"$7,917",1131,"$11,094",Bites,Delish
Brien Boise,Raspberry Choco,2022-07-07,"$2,527",115,$715,Bars,Jucies
Ches Bonnell,99% Dark & Pure,2022-07-07,"$6,685",304,"$1,317",Bars,Tempo
Brien Boise,Orange Choco,2022-07-07,"$5,145",572,"$4,825",Bars,Jucies
Curtice Advani,Manuka Honey Choco,2022-07-07,"$1,260",47,$356,Other,Delish
Gigi Bohling,Caramel Stuffed Bars,2022-07-07,"$1,344",54,$52,Bars,Delish
Roddy Speechley,White Choc,2022-07-07,"$17,437",1342,$387,Other,Delish
Husein Augar,Eclairs,2022-07-07,"$7,658",404,"$1,128",Bites,Yummies
Dennison Crosswaite,99% Dark & Pure,2022-07-07,"$7,784",390,"$1,963",Bars,Yummies
Dotty Strutley,Raspberry Choco,2022-07-07,"$7,889",416,"$3,019",Bars,Delish
Andria Kimpton,Peanut Butter Cubes,2022-07-07,"$5,957",314,"$1,581",Bites,Jucies
Madelene Upcott,50% Dark Bites,2022-07-07,"$2,457",273,$887,Bites,Jucies
Mallorie Waber,Smooth Sliky Salty,2022-07-07,"$11,900",700,"$3,549",Bars,Tempo
Wilone O'Kielt,Milk Bars,2022-07-07,"$5,817",201,$412,Bars,Delish
Mallorie Waber,Spicy Special Slims,2022-07-07,"$8,778",352,"$3,241",Bites,Tempo
Ches Bonnell,99% Dark & Pure,2022-07-07,$819,49,$267,Bars,Tempo
Camilla Castle,Fruit & Nut Bars,2022-07-07,"$2,121",152,$240,Bars,Tempo
Wilone O'Kielt,Caramel Stuffed Bars,2022-07-07,"$5,166",192,$169,Bars,Delish
Beverie Moffet,Peanut Butter Cubes,2022-07-08,"$2,296",121,$575,Bites,Jucies
Rafaelita Blaksland,Mint Chip Choco,2022-07-08,$175,9,$24,Bars,Yummies
Marney O'Breen,Smooth Sliky Salty,2022-07-08,"$9,961",499,"$2,655",Bars,Yummies
Kaine Padly,Organic Choco Syrup,2022-07-08,"$2,513",84,$135,Other,Delish
Gigi Bohling,Orange Choco,2022-07-08,"$8,239",1374,"$10,866",Bars,Delish
Karlen McCaffrey,Eclairs,2022-07-08,"$14,532",1118,"$3,594",Bites,Yummies
Dennison Crosswaite,Choco Coated Almonds,2022-07-08,"$3,955",189,"$1,994",Bites,Yummies
Dennison Crosswaite,Caramel Stuffed Bars,2022-07-08,"$4,186",150,$159,Bars,Yummies
Kelci Walkden,85% Dark Bars,2022-07-08,"$2,156",120,$98,Bars,Yummies
Gunar Cockshoot,50% Dark Bites,2022-07-08,"$2,317",194,$619,Bites,Yummies
Jan Morforth,85% Dark Bars,2022-07-08,$861,48,$32,Bars,Delish
Dennison Crosswaite,Peanut Butter Cubes,2022-07-08,$182,10,$43,Bites,Yummies
Andria Kimpton,White Choc,2022-07-09,"$9,002",901,$254,Other,Jucies
Kaine Padly,70% Dark Bites,2022-07-09,"$2,996",200,"$1,550",Bites,Delish
Oby Sorrel,Smooth Sliky Salty,2022-07-09,"$2,653",133,$775,Bars,Jucies
Wilone O'Kielt,Milk Bars,2022-07-09,"$4,648",194,$369,Bars,Delish
Roddy Speechley,After Nines,2022-07-09,"$4,410",147,"$1,072",Bites,Delish
Jehu Rudeforth,White Choc,2022-07-09,$168,12,$3,Other,Tempo
Oby Sorrel,Smooth Sliky Salty,2022-07-09,$749,54,$323,Bars,Jucies
Kelci Walkden,White Choc,2022-07-09,"$8,099",507,$141,Other,Yummies
Andria Kimpton,Eclairs,2022-07-09,"$7,378",568,"$1,537",Bites,Jucies
Husein Augar,Fruit & Nut Bars,2022-07-10,"$11,683",974,"$1,599",Bars,Yummies
Kelci Walkden,Smooth Sliky Salty,2022-07-10,"$6,076",468,"$2,443",Bars,Yummies
Jehu Rudeforth,70% Dark Bites,2022-07-10,"$1,190",92,$698,Bites,Tempo
Jehu Rudeforth,Caramel Stuffed Bars,2022-07-10,"$5,418",247,$260,Bars,Tempo
Marney O'Breen,Smooth Sliky Salty,2022-07-10,"$8,624",454,"$2,530",Bars,Yummies
Van Tuxwell,Caramel Stuffed Bars,2022-07-10,"$4,291",154,$130,Bars,Yummies
Dotty Strutley,Eclairs,2022-07-13,"$6,636",350,"$1,007",Bites,Delish
Wilone O'Kielt,Smooth Sliky Salty,2022-07-13,"$6,734",355,"$1,764",Bars,Delish
Marney O'Breen,99% Dark & Pure,2022-07-13,"$5,327",222,"$1,086",Bars,Yummies
Curtice Advani,Raspberry Choco,2022-07-13,"$10,927",521,"$3,686",Bars,Delish
Mallorie Waber,Drinking Coco,2022-07-13,"$1,827",61,$177,Other,Tempo
Beverie Moffet,Spicy Special Slims,2022-07-13,"$9,065",413,"$4,031",Bites,Jucies
Kaine Padly,85% Dark Bars,2022-07-13,"$1,645",69,$50,Bars,Delish
Curtice Advani,Fruit & Nut Bars,2022-07-13,"$6,804",619,$957,Bars,Delish
Jehu Rudeforth,99% Dark & Pure,2022-07-13,"$2,933",163,$699,Bars,Tempo
Mallorie Waber,Fruit & Nut Bars,2022-07-13,"$18,830",1108,"$1,854",Bars,Tempo
Karlen McCaffrey,50% Dark Bites,2022-07-13,"$3,311",237,$664,Bites,Yummies
Rafaelita Blaksland,50% Dark Bites,2022-07-13,"$6,300",630,"$1,693",Bites,Yummies
Jehu Rudeforth,Smooth Sliky Salty,2022-07-14,"$11,858",791,"$4,328",Bars,Tempo
Barr Faughny,70% Dark Bites,2022-07-14,"$6,601",661,"$5,558",Bites,Yummies
Jehu Rudeforth,85% Dark Bars,2022-07-14,"$13,251",663,$429,Bars,Tempo
Andria Kimpton,Organic Choco Syrup,2022-07-14,"$9,422",410,$694,Other,Jucies
Husein Augar,Smooth Sliky Salty,2022-07-14,"$6,300",332,"$1,900",Bars,Yummies
Wilone O'Kielt,50% Dark Bites,2022-07-14,"$18,508",1683,"$5,372",Bites,Delish
Kelci Walkden,Smooth Sliky Salty,2022-07-14,"$15,204",951,"$5,490",Bars,Yummies
Wilone O'Kielt,Drinking Coco,2022-07-14,"$5,327",191,$459,Other,Delish
Jan Morforth,Manuka Honey Choco,2022-07-14,"$14,616",563,"$5,109",Other,Delish
Camilla Castle,Organic Choco Syrup,2022-07-14,"$11,767",421,$742,Other,Tempo
Husein Augar,50% Dark Bites,2022-07-14,"$4,165",278,$856,Bites,Yummies
Gunar Cockshoot,Drinking Coco,2022-07-14,"$3,157",106,$239,Other,Yummies
Curtice Advani,Smooth Sliky Salty,2022-07-14,"$2,695",129,$648,Bars,Delish
Gigi Bohling,Smooth Sliky Salty,2022-07-14,"$8,274",518,"$3,042",Bars,Delish
Gigi Bohling,Smooth Sliky Salty,2022-07-15,"$14,154",708,"$3,234",Bars,Delish
Andria Kimpton,50% Dark Bites,2022-07-15,"$4,634",422,"$1,383",Bites,Jucies
Camilla Castle,After Nines,2022-07-15,"$6,657",209,"$1,259",Bites,Tempo
Barr Faughny,85% Dark Bars,2022-07-15,"$20,671",940,$589,Bars,Yummies
Mallorie Waber,After Nines,2022-07-15,"$3,087",97,$554,Bites,Tempo
Brien Boise,85% Dark Bars,2022-07-15,"$7,462",393,$320,Bars,Jucies
Oby Sorrel,Spicy Special Slims,2022-07-15,"$9,107",456,"$3,779",Bites,Jucies
Jan Morforth,After Nines,2022-07-15,"$1,722",72,$443,Bites,Delish
Marney O'Breen,Caramel Stuffed Bars,2022-07-15,"$6,622",276,$248,Bars,Yummies
Oby Sorrel,99% Dark & Pure,2022-07-15,"$13,090",689,"$3,724",Bars,Jucies
Wilone O'Kielt,Peanut Butter Cubes,2022-07-15,"$15,925",759,"$3,322",Bites,Delish
Dotty Strutley,Spicy Special Slims,2022-07-15,"$3,248",121,"$1,036",Bites,Delish
Kelci Walkden,Almond Choco,2022-07-15,"$9,338",406,"$6,341",Bars,Yummies
Karlen McCaffrey,Milk Bars,2022-07-15,"$5,516",230,$468,Bars,Yummies
Mallorie Waber,Almond Choco,2022-07-15,"$4,291",187,"$2,821",Bars,Tempo
Curtice Advani,Choco Coated Almonds,2022-07-15,$917,62,$676,Bites,Delish
Roddy Speechley,50% Dark Bites,2022-07-15,"$8,323",555,"$1,461",Bites,Delish
Jehu Rudeforth,50% Dark Bites,2022-07-15,"$1,722",123,$372,Bites,Tempo
Andria Kimpton,Eclairs,2022-07-15,"$2,695",180,$538,Bites,Jucies
Jan Morforth,Eclairs,2022-07-15,"$5,236",250,$754,Bites,Delish
Brien Boise,Manuka Honey Choco,2022-07-15,"$2,555",83,$740,Other,Jucies
Madelene Upcott,Smooth Sliky Salty,2022-07-15,"$3,885",243,"$1,159",Bars,Jucies
Karlen McCaffrey,Almond Choco,2022-07-15,"$5,026",315,"$4,079",Bars,Yummies
Curtice Advani,Raspberry Choco,2022-07-15,"$3,514",196,"$1,303",Bars,Delish
Marney O'Breen,50% Dark Bites,2022-07-15,"$2,002",201,$529,Bites,Yummies
Dotty Strutley,Manuka Honey Choco,2022-07-15,"$5,894",219,"$1,849",Other,Delish
Ches Bonnell,Milk Bars,2022-07-15,"$3,073",106,$233,Bars,Tempo
Curtice Advani,Raspberry Choco,2022-07-15,"$7,049",371,"$2,466",Bars,Delish
Jehu Rudeforth,Almond Choco,2022-07-15,"$3,654",215,"$3,358",Bars,Tempo
Camilla Castle,Milk Bars,2022-07-15,"$8,610",278,$519,Bars,Tempo
Kaine Padly,Spicy Special Slims,2022-07-16,"$1,323",56,$516,Bites,Delish
Oby Sorrel,50% Dark Bites,2022-07-16,"$6,636",443,"$1,439",Bites,Jucies
Gunar Cockshoot,Raspberry Choco,2022-07-16,"$7,427",437,"$2,718",Bars,Yummies
Kelci Walkden,Baker's Choco Chips,2022-07-16,"$2,863",205,"$1,471",Bars,Yummies
Marney O'Breen,Organic Choco Syrup,2022-07-16,"$3,206",104,$189,Other,Yummies
Jehu Rudeforth,Organic Choco Syrup,2022-07-16,$84,4,$7,Other,Tempo
Marney O'Breen,Eclairs,2022-07-17,"$5,131",257,$717,Bites,Yummies
Dotty Strutley,Spicy Special Slims,2022-07-17,"$12,068",549,"$5,106",Bites,Delish
Mallorie Waber,Choco Coated Almonds,2022-07-17,"$5,824",364,"$4,676",Bites,Tempo
Kelci Walkden,Choco Coated Almonds,2022-07-17,"$3,283",219,"$2,888",Bites,Yummies
Ches Bonnell,Smooth Sliky Salty,2022-07-17,"$2,030",120,$542,Bars,Tempo
Dotty Strutley,70% Dark Bites,2022-07-17,"$7,294",730,"$7,161",Bites,Delish
Van Tuxwell,70% Dark Bites,2022-07-17,$966,69,$631,Bites,Yummies
Wilone O'Kielt,99% Dark & Pure,2022-07-17,"$9,303",490,"$2,534",Bars,Delish
Madelene Upcott,Smooth Sliky Salty,2022-07-17,"$5,936",330,"$1,988",Bars,Jucies
Jan Morforth,50% Dark Bites,2022-07-17,"$6,839",622,"$1,829",Bites,Delish
Van Tuxwell,Peanut Butter Cubes,2022-07-17,"$14,980",652,"$2,793",Bites,Yummies
Andria Kimpton,Milk Bars,2022-07-17,"$4,277",159,$341,Bars,Jucies
Kaine Padly,Manuka Honey Choco,2022-07-17,"$2,415",76,$552,Other,Delish
Oby Sorrel,Raspberry Choco,2022-07-17,"$5,194",289,"$2,044",Bars,Jucies
Van Tuxwell,White Choc,2022-07-17,"$7,007",637,$182,Other,Yummies
Camilla Castle,Caramel Stuffed Bars,2022-07-17,"$6,545",262,$240,Bars,Tempo
Gigi Bohling,Manuka Honey Choco,2022-07-17,$917,28,$228,Other,Delish
Mallorie Waber,Smooth Sliky Salty,2022-07-17,$644,33,$154,Bars,Tempo
Jehu Rudeforth,Smooth Sliky Salty,2022-07-17,"$5,719",286,"$1,421",Bars,Tempo
Rafaelita Blaksland,50% Dark Bites,2022-07-17,"$6,748",750,"$2,478",Bites,Yummies
Ches Bonnell,Peanut Butter Cubes,2022-07-20,$896,50,$252,Bites,Tempo
Van Tuxwell,White Choc,2022-07-20,"$2,639",156,$43,Other,Yummies
Wilone O'Kielt,Baker's Choco Chips,2022-07-20,$364,23,$143,Bars,Delish
Dotty Strutley,Mint Chip Choco,2022-07-20,"$1,428",96,$255,Bars,Delish
Wilone O'Kielt,Mint Chip Choco,2022-07-20,"$4,466",249,$609,Bars,Delish
Rafaelita Blaksland,After Nines,2022-07-20,"$1,442",52,$300,Bites,Yummies
Van Tuxwell,Choco Coated Almonds,2022-07-20,"$5,355",255,"$3,393",Bites,Yummies
Van Tuxwell,50% Dark Bites,2022-07-20,"$3,815",477,"$1,389",Bites,Yummies
Rafaelita Blaksland,Orange Choco,2022-07-20,"$12,614",901,"$7,759",Bars,Yummies
Wilone O'Kielt,Eclairs,2022-07-20,$623,30,$90,Bites,Delish
Gigi Bohling,Milk Bars,2022-07-20,"$4,466",179,$381,Bars,Delish
Marney O'Breen,Choco Coated Almonds,2022-07-20,"$7,049",336,"$3,584",Bites,Yummies
Van Tuxwell,Choco Coated Almonds,2022-07-20,"$11,221",661,"$9,097",Bites,Yummies
Gigi Bohling,Fruit & Nut Bars,2022-07-20,"$10,521",585,"$1,044",Bars,Delish
Ches Bonnell,70% Dark Bites,2022-07-20,"$14,007",1078,"$9,330",Bites,Tempo
Jehu Rudeforth,85% Dark Bars,2022-07-20,"$10,507",657,$485,Bars,Tempo
Barr Faughny,Peanut Butter Cubes,2022-07-20,"$6,874",362,"$1,976",Bites,Yummies
Dennison Crosswaite,Eclairs,2022-07-20,"$9,184",707,"$2,133",Bites,Yummies
Rafaelita Blaksland,Drinking Coco,2022-07-20,"$10,542",440,"$1,221",Other,Yummies
Brien Boise,Milk Bars,2022-07-20,"$5,292",183,$338,Bars,Jucies
Husein Augar,Manuka Honey Choco,2022-07-20,"$11,193",386,"$2,985",Other,Yummies
Kelci Walkden,70% Dark Bites,2022-07-20,$686,46,$402,Bites,Yummies
Dennison Crosswaite,85% Dark Bars,2022-07-20,"$14,343",755,$609,Bars,Yummies
Roddy Speechley,Almond Choco,2022-07-20,"$17,388",870,"$12,078",Bars,Delish
Rafaelita Blaksland,Organic Choco Syrup,2022-07-21,"$3,094",104,$198,Other,Yummies
Mallorie Waber,85% Dark Bars,2022-07-21,"$3,787",165,$126,Bars,Tempo
Andria Kimpton,50% Dark Bites,2022-07-21,"$3,752",417,"$1,296",Bites,Jucies
Wilone O'Kielt,Organic Choco Syrup,2022-07-21,"$1,197",40,$73,Other,Delish
Kaine Padly,Peanut Butter Cubes,2022-07-21,"$7,364",410,"$1,775",Bites,Delish
Van Tuxwell,Drinking Coco,2022-07-21,"$1,841",84,$212,Other,Yummies
Oby Sorrel,Spicy Special Slims,2022-07-21,"$3,836",148,"$1,431",Bites,Jucies
Ches Bonnell,Raspberry Choco,2022-07-21,"$3,871",204,"$1,145",Bars,Tempo
Madelene Upcott,Drinking Coco,2022-07-21,"$1,218",46,$135,Other,Jucies
Jan Morforth,50% Dark Bites,2022-07-21,"$7,168",512,"$1,362",Bites,Delish
Oby Sorrel,Choco Coated Almonds,2022-07-21,"$1,015",64,$741,Bites,Jucies
Husein Augar,Orange Choco,2022-07-21,"$2,604",261,"$2,706",Bars,Yummies
Jehu Rudeforth,Fruit & Nut Bars,2022-07-21,"$2,177",146,$237,Bars,Tempo
Marney O'Breen,After Nines,2022-07-21,"$7,364",307,"$1,752",Bites,Yummies
Husein Augar,Orange Choco,2022-07-21,"$2,058",258,"$2,312",Bars,Yummies
Andria Kimpton,Baker's Choco Chips,2022-07-21,"$16,891",1127,"$8,224",Bars,Jucies
Kaine Padly,Choco Coated Almonds,2022-07-21,"$15,533",1110,"$11,967",Bites,Delish
Oby Sorrel,Caramel Stuffed Bars,2022-07-21,"$15,694",714,$597,Bars,Jucies
Wilone O'Kielt,Almond Choco,2022-07-21,"$5,509",276,"$3,500",Bars,Delish
Kaine Padly,Choco Coated Almonds,2022-07-21,"$6,174",386,"$5,003",Bites,Delish
Dotty Strutley,Orange Choco,2022-07-21,"$1,295",162,"$1,651",Bars,Delish
Oby Sorrel,Fruit & Nut Bars,2022-07-21,"$2,366",182,$276,Bars,Jucies
Marney O'Breen,Fruit & Nut Bars,2022-07-21,$532,45,$82,Bars,Yummies
Husein Augar,Mint Chip Choco,2022-07-21,$735,53,$142,Bars,Yummies
Jan Morforth,After Nines,2022-07-22,"$4,102",158,"$1,022",Bites,Delish
Gigi Bohling,Manuka Honey Choco,2022-07-22,"$4,634",160,"$1,162",Other,Delish
Van Tuxwell,Eclairs,2022-07-22,$980,76,$229,Bites,Yummies
Brien Boise,50% Dark Bites,2022-07-22,"$3,472",386,"$1,232",Bites,Jucies
Kelci Walkden,White Choc,2022-07-22,"$15,673",1425,$329,Other,Yummies
Gigi Bohling,White Choc,2022-07-22,"$9,177",706,$170,Other,Delish
Marney O'Breen,Milk Bars,2022-07-22,"$1,113",36,$77,Bars,Yummies
Ches Bonnell,Eclairs,2022-07-22,"$2,506",140,$462,Bites,Tempo
Husein Augar,Mint Chip Choco,2022-07-22,$658,35,$89,Bars,Yummies
Camilla Castle,After Nines,2022-07-22,"$4,487",167,"$1,123",Bites,Tempo
Dennison Crosswaite,Manuka Honey Choco,2022-07-22,"$5,866",184,"$1,350",Other,Yummies
Rafaelita Blaksland,Caramel Stuffed Bars,2022-07-22,"$14,959",680,$642,Bars,Yummies
Roddy Speechley,50% Dark Bites,2022-07-22,"$6,356",454,"$1,157",Bites,Delish
Kelci Walkden,Caramel Stuffed Bars,2022-07-22,$308,11,$12,Bars,Yummies
Dotty Strutley,Mint Chip Choco,2022-07-22,"$7,259",519,"$1,270",Bars,Delish
Camilla Castle,Drinking Coco,2022-07-22,"$2,954",114,$297,Other,Tempo
Jehu Rudeforth,85% Dark Bars,2022-07-23,$490,22,$14,Bars,Tempo
Marney O'Breen,Baker's Choco Chips,2022-07-23,"$9,898",1100,"$7,224",Bars,Yummies
Curtice Advani,Milk Bars,2022-07-23,"$19,789",683,"$1,159",Bars,Delish
Ches Bonnell,Orange Choco,2022-07-23,"$2,793",399,"$4,207",Bars,Tempo
Van Tuxwell,Baker's Choco Chips,2022-07-23,"$16,443",1645,"$11,404",Bars,Yummies
Beverie Moffet,Eclairs,2022-07-23,"$5,012",295,$932,Bites,Jucies
Karlen McCaffrey,Milk Bars,2022-07-23,$861,31,$65,Bars,Yummies
Madelene Upcott,50% Dark Bites,2022-07-23,"$6,370",531,"$1,502",Bites,Jucies
Jan Morforth,Orange Choco,2022-07-23,"$4,333",723,"$7,052",Bars,Delish
Marney O'Breen,Peanut Butter Cubes,2022-07-23,"$2,653",103,$446,Bites,Yummies
Mallorie Waber,Manuka Honey Choco,2022-07-23,"$1,981",80,$758,Other,Tempo
Husein Augar,Orange Choco,2022-07-23,$525,41,$432,Bars,Yummies
Oby Sorrel,99% Dark & Pure,2022-07-23,$315,14,$78,Bars,Jucies
Wilone O'Kielt,Orange Choco,2022-07-23,$889,127,"$1,205",Bars,Delish
Oby Sorrel,70% Dark Bites,2022-07-23,"$2,954",269,"$2,018",Bites,Jucies
Jehu Rudeforth,Baker's Choco Chips,2022-07-23,"$7,497",536,"$3,814",Bars,Tempo
Madelene Upcott,Peanut Butter Cubes,2022-07-23,"$4,753",199,"$1,096",Bites,Jucies
Kelci Walkden,Caramel Stuffed Bars,2022-07-23,"$7,490",268,$231,Bars,Yummies
Ches Bonnell,50% Dark Bites,2022-07-23,"$5,355",536,"$1,681",Bites,Tempo
Gigi Bohling,Organic Choco Syrup,2022-07-23,"$5,642",189,$336,Other,Delish
Husein Augar,99% Dark & Pure,2022-07-23,"$3,885",243,"$1,053",Bars,Yummies
Gigi Bohling,Orange Choco,2022-07-23,$161,27,$216,Bars,Delish
Barr Faughny,Fruit & Nut Bars,2022-07-23,$896,60,$88,Bars,Yummies
Husein Augar,Baker's Choco Chips,2022-07-24,$938,86,$502,Bars,Yummies
Marney O'Breen,Almond Choco,2022-07-24,"$11,235",489,"$6,919",Bars,Yummies
Kelci Walkden,Fruit & Nut Bars,2022-07-24,"$3,066",192,$337,Bars,Yummies
Jan Morforth,Spicy Special Slims,2022-07-24,"$1,610",68,$595,Bites,Delish
Dotty Strutley,99% Dark & Pure,2022-07-24,"$2,450",107,$449,Bars,Delish
Rafaelita Blaksland,White Choc,2022-07-24,"$5,271",406,$112,Other,Yummies
Andria Kimpton,Eclairs,2022-07-24,"$3,262",233,$650,Bites,Jucies
